Hour,Date/hour start,Solar electricity generation (kWh),Electricity usage-kWh,Electricity usage z-score,Solar electricity generation z-score,bought electricity,excess solar
19,2020-02-19 19:00:00,0.012,7.128,7.128,0.012,7.1160000000000005,
20,2020-02-19 20:00:00,0.006,6.8706,6.8706,0.006,6.864599999999999,
21,2020-02-19 21:00:00,0.003,2.97,2.97,0.003,2.967,
22,2020-02-19 22:00:00,0.015,11.163,11.163,0.015,11.148,
23,2020-02-19 23:00:00,0.0,2.089791,2.089791,0.0,2.089791,
0,2020-02-20 00:00:00,0.0,2.139786,2.139786,0.0,2.139786,
1,2020-02-20 01:00:00,0.0,0.2139786,0.2139786,0.0,0.2139786,
2,2020-02-20 02:00:00,0.0,0.209979,0.209979,0.0,0.209979,
3,2020-02-20 03:00:00,0.0,0.456,0.456,0.0,0.456,
4,2020-02-20 04:00:00,0.0,0.189,0.189,0.0,0.189,
5,2020-02-20 05:00:00,0.015,0.222,0.222,0.015,0.20700000000000002,
6,2020-02-20 06:00:00,0.006,2.166,2.166,0.006,2.16,
7,2020-02-20 07:00:00,0.141,2.553,2.553,0.141,2.412,
8,2020-02-20 08:00:00,0.408,0.681,0.681,0.408,0.2730000000000001,
9,2020-02-20 09:00:00,0.621,0.36,0.36,0.621,,0.261
10,2020-02-20 10:00:00,0.21,0.333,0.333,0.21,0.12300000000000003,
11,2020-02-20 11:00:00,0.408,0.501,0.501,0.408,0.09300000000000003,
12,2020-02-20 12:00:00,0.999,0.252,0.252,0.999,,0.747
13,2020-02-20 13:00:00,1.086,0.219,0.219,1.086,,0.8670000000000001
14,2020-02-20 14:00:00,0.456,0.522,0.522,0.456,0.066,
15,2020-02-20 15:00:00,0.654,0.255,0.255,0.654,,0.399
16,2020-02-20 16:00:00,0.12,0.261,0.261,0.12,0.14100000000000001,
17,2020-02-20 17:00:00,0.009,0.339,0.339,0.009,0.33,
18,2020-02-20 18:00:00,0.015,3.6564,3.6564,0.015,3.6414,
19,2020-02-20 19:00:00,0.012,2.904,2.904,0.012,2.892,
20,2020-02-20 20:00:00,0.003,2.5212,2.5212,0.003,2.5181999999999998,
21,2020-02-20 21:00:00,0.012,1.569,1.569,0.012,1.557,
22,2020-02-20 22:00:00,0.015,1.314,1.314,0.015,1.2990000000000002,
23,2020-02-20 23:00:00,0.0,0.8979102,0.8979102,0.0,0.8979102,
0,2020-02-21 00:00:00,0.0,0.3239676,0.3239676,0.0,0.3239676,
1,2020-02-21 01:00:00,0.0,0.1319868,0.1319868,0.0,0.1319868,
2,2020-02-21 02:00:00,0.0,0.1459854,0.1459854,0.0,0.1459854,
3,2020-02-21 03:00:00,0.0,0.342,0.342,0.0,0.342,
4,2020-02-21 04:00:00,0.0,0.336,0.336,0.0,0.336,
5,2020-02-21 05:00:00,0.0,0.429,0.429,0.0,0.429,
6,2020-02-21 06:00:00,0.018,0.597,0.597,0.018,0.579,
7,2020-02-21 07:00:00,0.246,7.317,7.317,0.246,7.071,
8,2020-02-21 08:00:00,0.837,0.627,0.627,0.837,,0.20999999999999996
9,2020-02-21 09:00:00,0.891,0.84,0.84,0.891,,0.051000000000000045
10,2020-02-21 10:00:00,1.593,0.225,0.225,1.593,,1.3679999999999999
11,2020-02-21 11:00:00,1.071,0.237,0.237,1.071,,0.834
12,2020-02-21 12:00:00,2.268,0.309,0.309,2.268,,1.9589999999999999
13,2020-02-21 13:00:00,0.894,0.372,0.372,0.894,,0.522
14,2020-02-21 14:00:00,0.582,0.276,0.276,0.582,,0.30599999999999994
15,2020-02-21 15:00:00,0.201,0.258,0.258,0.201,0.056999999999999995,
16,2020-02-21 16:00:00,0.048,2.952,2.952,0.048,2.904,
17,2020-02-21 17:00:00,0.015,1.638,1.638,0.015,1.623,
18,2020-02-21 18:00:00,0.009,2.6664,2.6664,0.009,2.6574,
19,2020-02-21 19:00:00,0.015,3.3924,3.3924,0.015,3.3773999999999997,
20,2020-02-21 20:00:00,0.024,3.2208,3.2208,0.024,3.1968,
21,2020-02-21 21:00:00,0.021,25.677,,0.021,25.656,
22,2020-02-21 22:00:00,0.018,1.644,1.644,0.018,1.626,
23,2020-02-21 23:00:00,0.0,1.0058994,1.0058994,0.0,1.0058994,
0,2020-02-22 00:00:00,0.0,1.5765,1.5765,0.0,1.5765,
1,2020-02-22 01:00:00,0.0,0.909909,0.909909,0.0,0.909909,
2,2020-02-22 02:00:00,0.0,0.1339866,0.1339866,0.0,0.1339866,
3,2020-02-22 03:00:00,0.0,0.315,0.315,0.0,0.315,
4,2020-02-22 04:00:00,0.0,0.234,0.234,0.0,0.234,
5,2020-02-22 05:00:00,0.012,0.231,0.231,0.012,0.219,
6,2020-02-22 06:00:00,0.003,0.936,0.936,0.003,0.933,
7,2020-02-22 07:00:00,0.153,2.001,2.001,0.153,1.8479999999999999,
8,2020-02-22 08:00:00,0.441,0.618,0.618,0.441,0.177,
9,2020-02-22 09:00:00,1.707,0.195,0.195,1.707,,1.512
10,2020-02-22 10:00:00,1.548,0.294,0.294,1.548,,1.254
11,2020-02-22 11:00:00,6.999,0.0,0.0,6.999,,6.999
12,2020-02-22 12:00:00,6.201,0.267,0.267,6.201,,5.933999999999999
13,2020-02-22 13:00:00,5.187,0.069,0.069,5.187,,5.118
14,2020-02-22 14:00:00,3.156,0.162,0.162,3.156,,2.994
15,2020-02-22 15:00:00,0.576,0.234,0.234,0.576,,0.34199999999999997
16,2020-02-22 16:00:00,0.153,0.255,0.255,0.153,0.10200000000000001,
17,2020-02-22 17:00:00,0.009,0.507,0.507,0.009,0.498,
18,2020-02-22 18:00:00,0.012,4.851,4.851,0.012,4.839,
19,2020-02-22 19:00:00,0.003,2.145,2.145,0.003,2.142,
20,2020-02-22 20:00:00,0.009,3.6894,3.6894,0.009,3.6804,
21,2020-02-22 21:00:00,0.009,1.557,1.557,0.009,1.548,
22,2020-02-22 22:00:00,0.006,1.89,1.89,0.006,1.884,
23,2020-02-22 23:00:00,0.0,1.3378662,1.3378662,0.0,1.3378662,
0,2020-02-23 00:00:00,0.0,1.2758724,1.2758724,0.0,1.2758724,
1,2020-02-23 01:00:00,0.0,0.9719028,0.9719028,0.0,0.9719028,
2,2020-02-23 02:00:00,0.0,0.209979,0.209979,0.0,0.209979,
3,2020-02-23 03:00:00,0.0,0.447,0.447,0.0,0.447,
4,2020-02-23 04:00:00,0.0,0.33,0.33,0.0,0.33,
5,2020-02-23 05:00:00,0.009,0.6,0.6,0.009,0.591,
6,2020-02-23 06:00:00,0.018,0.771,0.771,0.018,0.753,
7,2020-02-23 07:00:00,0.873,1.521,1.521,0.873,0.6479999999999999,
8,2020-02-23 08:00:00,2.322,0.288,0.288,2.322,,2.0340000000000003
9,2020-02-23 09:00:00,0.867,0.234,0.234,0.867,,0.633
10,2020-02-23 10:00:00,0.843,0.216,0.216,0.843,,0.627
11,2020-02-23 11:00:00,0.81,0.231,0.231,0.81,,0.5790000000000001
12,2020-02-23 12:00:00,1.863,0.198,0.198,1.863,,1.665
13,2020-02-23 13:00:00,1.071,0.327,0.327,1.071,,0.744
14,2020-02-23 14:00:00,3.957,0.477,0.477,3.957,,3.48
15,2020-02-23 15:00:00,0.66,0.507,0.507,0.66,,0.15300000000000002
16,2020-02-23 16:00:00,0.216,0.264,0.264,0.216,0.048000000000000015,
17,2020-02-23 17:00:00,0.006,6.132,6.132,0.006,6.1259999999999994,
18,2020-02-23 18:00:00,0.009,3.96,3.96,0.009,3.951,
19,2020-02-23 19:00:00,0.015,14.3022,14.3022,0.015,14.287199999999999,
20,2020-02-23 20:00:00,0.009,2.7324,2.7324,0.009,2.7234000000000003,
21,2020-02-23 21:00:00,0.024,1.392,1.392,0.024,1.3679999999999999,
22,2020-02-23 22:00:00,0.012,25.944,,0.012,25.932,
23,2020-02-23 23:00:00,0.0,0.9879012,0.9879012,0.0,0.9879012,
0,2020-02-24 00:00:00,0.0,0.8219178,0.8219178,0.0,0.8219178,
1,2020-02-24 01:00:00,0.0,0.1259874,0.1259874,0.0,0.1259874,
2,2020-02-24 02:00:00,0.0,0.1279872,0.1279872,0.0,0.1279872,
3,2020-02-24 03:00:00,0.0,0.201,0.201,0.0,0.201,
4,2020-02-24 04:00:00,0.0,0.48,0.48,0.0,0.48,
5,2020-02-24 05:00:00,0.015,0.342,0.342,0.015,0.327,
6,2020-02-24 06:00:00,0.009,0.594,0.594,0.009,0.585,
7,2020-02-24 07:00:00,0.789,1.776,1.776,0.789,0.987,
8,2020-02-24 08:00:00,1.695,0.612,0.612,1.695,,1.0830000000000002
9,2020-02-24 09:00:00,4.872,24.549,,4.872,19.677,
10,2020-02-24 10:00:00,5.799,1.056,1.056,5.799,,4.743
11,2020-02-24 11:00:00,5.568,1.047,1.047,5.568,,4.521
12,2020-02-24 12:00:00,6.462,0.411,0.411,6.462,,6.051
13,2020-02-24 13:00:00,4.47,0.234,0.234,4.47,,4.236
14,2020-02-24 14:00:00,2.118,0.573,0.573,2.118,,1.545
15,2020-02-24 15:00:00,1.011,0.828,0.828,1.011,,0.18299999999999994
16,2020-02-24 16:00:00,0.273,1.215,1.215,0.273,0.9420000000000001,
17,2020-02-24 17:00:00,0.03,1.275,1.275,0.03,1.2449999999999999,
18,2020-02-24 18:00:00,0.024,3.2736,3.2736,0.024,3.2496,
19,2020-02-24 19:00:00,0.006,12.5004,12.5004,0.006,12.4944,
20,2020-02-24 20:00:00,0.0,3.0492,3.0492,0.0,3.0492,
21,2020-02-24 21:00:00,0.006,1.422,1.422,0.006,1.416,
22,2020-02-24 22:00:00,0.012,1.668,1.668,0.012,1.656,
23,2020-02-24 23:00:00,0.0,0.8819118,0.8819118,0.0,0.8819118,
0,2020-02-25 00:00:00,0.0,1.1678832,1.1678832,0.0,1.1678832,
1,2020-02-25 01:00:00,0.0,0.1579842,0.1579842,0.0,0.1579842,
2,2020-02-25 02:00:00,0.0,0.29997,0.29997,0.0,0.29997,
3,2020-02-25 03:00:00,0.0,0.192,0.192,0.0,0.192,
4,2020-02-25 04:00:00,0.0,0.219,0.219,0.0,0.219,
5,2020-02-25 05:00:00,0.012,0.225,0.225,0.012,0.213,
6,2020-02-25 06:00:00,0.012,0.231,0.231,0.012,0.219,
7,2020-02-25 07:00:00,0.618,0.561,0.561,0.618,,0.05699999999999994
8,2020-02-25 08:00:00,2.421,0.816,0.816,2.421,,1.605
9,2020-02-25 09:00:00,3.183,0.783,0.783,3.183,,2.4
10,2020-02-25 10:00:00,6.249,0.342,0.342,6.249,,5.907
11,2020-02-25 11:00:00,7.431,0.048,0.048,,,7.383
12,2020-02-25 12:00:00,6.555,0.609,0.609,6.555,,5.946
13,2020-02-25 13:00:00,5.496,10.317,10.317,5.496,4.821,
14,2020-02-25 14:00:00,3.447,0.396,0.396,3.447,,3.051
15,2020-02-25 15:00:00,0.468,0.228,0.228,0.468,,0.24000000000000002
16,2020-02-25 16:00:00,0.174,0.495,0.495,0.174,0.321,
17,2020-02-25 17:00:00,0.036,0.84,0.84,0.036,0.8039999999999999,
18,2020-02-25 18:00:00,0.003,2.7456,2.7456,0.003,2.7426,
19,2020-02-25 19:00:00,0.0,2.0922,2.0922,0.0,2.0922,
20,2020-02-25 20:00:00,0.006,36.3264,,0.006,36.3204,
21,2020-02-25 21:00:00,0.003,3.0,3.0,0.003,2.997,
22,2020-02-25 22:00:00,0.0,27.717,,0.0,27.717,
23,2020-02-25 23:00:00,0.0,0.789921,0.789921,0.0,0.789921,
0,2020-02-26 00:00:00,0.0,0.2359764,0.2359764,0.0,0.2359764,
1,2020-02-26 01:00:00,0.0,0.319968,0.319968,0.0,0.319968,
2,2020-02-26 02:00:00,0.0,0.1359864,0.1359864,0.0,0.1359864,
3,2020-02-26 03:00:00,0.0,0.213,0.213,0.0,0.213,
4,2020-02-26 04:00:00,0.0,0.231,0.231,0.0,0.231,
5,2020-02-26 05:00:00,0.012,0.228,0.228,0.012,0.216,
6,2020-02-26 06:00:00,0.012,0.471,0.471,0.012,0.45899999999999996,
7,2020-02-26 07:00:00,0.426,1.512,1.512,0.426,1.086,
8,2020-02-26 08:00:00,1.038,0.897,0.897,1.038,,0.14100000000000001
9,2020-02-26 09:00:00,1.749,0.282,0.282,1.749,,1.467
10,2020-02-26 10:00:00,2.952,0.207,0.207,2.952,,2.745
11,2020-02-26 11:00:00,0.732,0.813,0.813,0.732,0.08099999999999996,
12,2020-02-26 12:00:00,1.131,0.291,0.291,1.131,,0.8400000000000001
13,2020-02-26 13:00:00,1.98,0.249,0.249,1.98,,1.7309999999999999
14,2020-02-26 14:00:00,0.729,0.432,0.432,0.729,,0.297
15,2020-02-26 15:00:00,0.828,0.69,0.69,0.828,,0.138
16,2020-02-26 16:00:00,0.459,0.591,0.591,0.459,0.13199999999999995,
17,2020-02-26 17:00:00,0.003,5.697,5.697,0.003,5.694,
18,2020-02-26 18:00:00,0.012,5.0424,5.0424,0.012,5.0304,
19,2020-02-26 19:00:00,0.003,7.3656,7.3656,0.003,7.3626,
20,2020-02-26 20:00:00,0.015,5.4978,5.4978,0.015,5.4828,
21,2020-02-26 21:00:00,0.012,2.175,2.175,0.012,2.163,
22,2020-02-26 22:00:00,0.012,2.037,2.037,0.012,2.025,
23,2020-02-26 23:00:00,0.0,0.939906,0.939906,0.0,0.939906,
0,2020-02-27 00:00:00,0.0,0.8459154,0.8459154,0.0,0.8459154,
1,2020-02-27 01:00:00,0.0,0.319968,0.319968,0.0,0.319968,
2,2020-02-27 02:00:00,0.0,0.1579842,0.1579842,0.0,0.1579842,
3,2020-02-27 03:00:00,0.0,0.243,0.243,0.0,0.243,
4,2020-02-27 04:00:00,0.0,0.264,0.264,0.0,0.264,
5,2020-02-27 05:00:00,0.006,0.252,0.252,0.006,0.246,
6,2020-02-27 06:00:00,0.003,0.75,0.75,0.003,0.747,
7,2020-02-27 07:00:00,0.018,0.885,0.885,0.018,0.867,
8,2020-02-27 08:00:00,0.078,0.627,0.627,0.078,0.549,
9,2020-02-27 09:00:00,0.039,0.576,0.576,0.039,0.5369999999999999,
10,2020-02-27 10:00:00,0.327,0.585,0.585,0.327,0.25799999999999995,
11,2020-02-27 11:00:00,0.228,0.591,0.591,0.228,0.363,
12,2020-02-27 12:00:00,0.282,0.318,0.318,0.282,0.03600000000000003,
13,2020-02-27 13:00:00,0.906,0.336,0.336,0.906,,0.5700000000000001
14,2020-02-27 14:00:00,2.538,0.531,0.531,2.538,,2.0069999999999997
15,2020-02-27 15:00:00,1.041,0.321,0.321,1.041,,0.72
16,2020-02-27 16:00:00,0.264,0.816,0.816,0.264,0.5519999999999999,
17,2020-02-27 17:00:00,0.042,6.231,6.231,0.042,6.189,
18,2020-02-27 18:00:00,0.012,3.2274,3.2274,0.012,3.2154,
19,2020-02-27 19:00:00,0.003,3.069,3.069,0.003,3.066,
20,2020-02-27 20:00:00,0.006,4.6266,4.6266,0.006,4.6206,
21,2020-02-27 21:00:00,0.015,26.295,,0.015,26.28,
22,2020-02-27 22:00:00,0.0,1.842,1.842,0.0,1.842,
23,2020-02-27 23:00:00,0.0,1.039896,1.039896,0.0,1.039896,
0,2020-02-28 00:00:00,0.0,0.4879512,0.4879512,0.0,0.4879512,
1,2020-02-28 01:00:00,0.0,0.219978,0.219978,0.0,0.219978,
2,2020-02-28 02:00:00,0.0,0.3219678,0.3219678,0.0,0.3219678,
3,2020-02-28 03:00:00,0.0,0.198,0.198,0.0,0.198,
4,2020-02-28 04:00:00,0.0,0.213,0.213,0.0,0.213,
5,2020-02-28 05:00:00,0.003,0.213,0.213,0.003,0.21,
6,2020-02-28 06:00:00,0.012,0.903,0.903,0.012,0.891,
7,2020-02-28 07:00:00,0.003,0.657,0.657,0.003,0.654,
8,2020-02-28 08:00:00,0.012,1.134,1.134,0.012,1.1219999999999999,
9,2020-02-28 09:00:00,0.054,1.827,1.827,0.054,1.773,
10,2020-02-28 10:00:00,0.192,0.81,0.81,0.192,0.6180000000000001,
11,2020-02-28 11:00:00,0.165,0.573,0.573,0.165,0.4079999999999999,
12,2020-02-28 12:00:00,0.303,0.63,0.63,0.303,0.327,
13,2020-02-28 13:00:00,0.321,1.557,1.557,0.321,1.236,
14,2020-02-28 14:00:00,0.084,2.661,2.661,0.084,2.577,
15,2020-02-28 15:00:00,0.03,2.358,2.358,0.03,2.3280000000000003,
16,2020-02-28 16:00:00,0.048,2.235,2.235,0.048,2.187,
17,2020-02-28 17:00:00,0.015,10.593,10.593,0.015,10.578,
18,2020-02-28 18:00:00,0.012,7.293,7.293,0.012,7.281000000000001,
19,2020-02-28 19:00:00,0.006,5.8674,5.8674,0.006,5.8614,
20,2020-02-28 20:00:00,0.003,4.7124,4.7124,0.003,4.7094,
21,2020-02-28 21:00:00,0.012,2.655,2.655,0.012,2.643,
22,2020-02-28 22:00:00,0.009,4.059,4.059,0.009,4.05,
23,2020-02-28 23:00:00,0.0,1.9318068,1.9318068,0.0,1.9318068,
0,2020-03-01 00:00:00,0.0,0.2359764,0.2359764,0.0,0.2359764,
1,2020-03-01 01:00:00,0.0,0.3719628,0.3719628,0.0,0.3719628,
2,2020-03-01 02:00:00,0.0,0.1359864,0.1359864,0.0,0.1359864,
3,2020-03-01 03:00:00,0.0,0.204,0.204,0.0,0.204,
4,2020-03-01 04:00:00,0.015,0.222,0.222,0.015,0.20700000000000002,
5,2020-03-01 05:00:00,0.003,0.492,0.492,0.003,0.489,
6,2020-03-01 06:00:00,0.009,2.271,2.271,0.009,2.262,
7,2020-03-01 07:00:00,0.006,0.96,0.96,0.006,0.954,
8,2020-03-01 08:00:00,0.009,0.498,0.498,0.009,0.489,
9,2020-03-01 09:00:00,0.021,0.252,0.252,0.021,0.231,
10,2020-03-01 10:00:00,0.006,0.225,0.225,0.006,0.219,
11,2020-03-01 11:00:00,0.006,0.423,0.423,0.006,0.417,
12,2020-03-01 12:00:00,0.012,0.495,0.495,0.012,0.483,
13,2020-03-01 13:00:00,0.12,0.501,0.501,0.12,0.381,
14,2020-03-01 14:00:00,0.114,0.288,0.288,0.114,0.174,
15,2020-03-01 15:00:00,0.093,0.261,0.261,0.093,0.168,
16,2020-03-01 16:00:00,0.039,0.627,0.627,0.039,0.588,
17,2020-03-01 17:00:00,0.012,0.891,0.891,0.012,0.879,
18,2020-03-01 18:00:00,0.009,17.7672,,0.009,17.7582,
19,2020-03-01 19:00:00,0.0,12.2562,12.2562,0.0,12.2562,
20,2020-03-01 20:00:00,0.015,3.828,3.828,0.015,3.8129999999999997,
21,2020-03-01 21:00:00,0.0,1.776,1.776,0.0,1.776,
22,2020-03-01 22:00:00,0.021,26.649,,0.021,26.628,
23,2020-03-01 23:00:00,0.0,0.8219178,0.8219178,0.0,0.8219178,
0,2020-03-02 00:00:00,0.0,0.4059594,0.4059594,0.0,0.4059594,
1,2020-03-02 01:00:00,0.0,0.1359864,0.1359864,0.0,0.1359864,
2,2020-03-02 02:00:00,0.0,0.1439856,0.1439856,0.0,0.1439856,
3,2020-03-02 03:00:00,0.0,0.261,0.261,0.0,0.261,
4,2020-03-02 04:00:00,0.018,0.507,0.507,0.018,0.489,
5,2020-03-02 05:00:00,0.009,0.231,0.231,0.009,0.222,
6,2020-03-02 06:00:00,0.009,1.044,1.044,0.009,1.0350000000000001,
7,2020-03-02 07:00:00,0.021,1.212,1.212,0.021,1.191,
8,2020-03-02 08:00:00,0.114,0.705,0.705,0.114,0.591,
9,2020-03-02 09:00:00,0.198,0.6,0.6,0.198,0.40199999999999997,
10,2020-03-02 10:00:00,0.387,2.34,2.34,0.387,1.9529999999999998,
11,2020-03-02 11:00:00,0.285,25.26,,0.285,24.975,
12,2020-03-02 12:00:00,0.33,0.783,0.783,0.33,0.453,
13,2020-03-02 13:00:00,0.342,1.056,1.056,0.342,0.714,
14,2020-03-02 14:00:00,0.297,0.783,0.783,0.297,0.48600000000000004,
15,2020-03-02 15:00:00,0.081,0.714,0.714,0.081,0.633,
16,2020-03-02 16:00:00,0.033,1.248,1.248,0.033,1.215,
17,2020-03-02 17:00:00,0.015,1.422,1.422,0.015,1.407,
18,2020-03-02 18:00:00,0.0,2.871,2.871,0.0,2.871,
19,2020-03-02 19:00:00,0.006,2.8842,2.8842,0.006,2.8782,
20,2020-03-02 20:00:00,0.009,3.1218,3.1218,0.009,3.1128,
21,2020-03-02 21:00:00,0.003,0.972,0.972,0.003,0.969,
22,2020-03-02 22:00:00,0.009,0.612,0.612,0.009,0.603,
23,2020-03-02 23:00:00,0.0,0.3239676,0.3239676,0.0,0.3239676,
0,2020-03-03 00:00:00,0.0,0.1339866,0.1339866,0.0,0.1339866,
1,2020-03-03 01:00:00,0.0,0.1579842,0.1579842,0.0,0.1579842,
2,2020-03-03 02:00:00,0.0,0.1619838,0.1619838,0.0,0.1619838,
3,2020-03-03 03:00:00,0.0,0.963,0.963,0.0,0.963,
4,2020-03-03 04:00:00,0.0,0.738,0.738,0.0,0.738,
5,2020-03-03 05:00:00,0.234,1.251,1.251,0.234,1.017,
6,2020-03-03 06:00:00,0.702,0.384,0.384,0.702,,0.31799999999999995
7,2020-03-03 07:00:00,0.723,0.837,0.837,0.723,0.11399999999999999,
8,2020-03-03 08:00:00,1.296,1.02,1.02,1.296,,0.276
9,2020-03-03 09:00:00,1.092,1.002,1.002,1.092,,0.09000000000000008
10,2020-03-03 10:00:00,0.96,2.541,2.541,0.96,1.581,
11,2020-03-03 11:00:00,0.516,2.595,2.595,0.516,2.079,
12,2020-03-03 12:00:00,0.255,2.925,2.925,0.255,2.67,
13,2020-03-03 13:00:00,0.099,2.778,2.778,0.099,2.679,
14,2020-03-03 14:00:00,0.027,2.601,2.601,0.027,2.574,
15,2020-03-03 15:00:00,0.003,7.755,7.755,0.003,7.752,
16,2020-03-03 16:00:00,0.027,13.131,13.131,0.027,13.104000000000001,
17,2020-03-03 17:00:00,0.006,8.241,8.241,0.006,8.235,
18,2020-03-03 18:00:00,0.012,25.9908,,0.012,25.9788,
19,2020-03-03 19:00:00,0.006,2.9436,2.9436,0.006,2.9376,
20,2020-03-03 20:00:00,0.015,3.9468,3.9468,0.015,3.9318,
21,2020-03-03 21:00:00,0.012,1.155,1.155,0.012,1.143,
22,2020-03-03 22:00:00,0.006,0.465,0.465,0.006,0.459,
23,2020-03-03 23:00:00,0.0,0.1459854,0.1459854,0.0,0.1459854,
0,2020-03-04 00:00:00,0.0,0.1519848,0.1519848,0.0,0.1519848,
1,2020-03-04 01:00:00,0.0,0.1439856,0.1439856,0.0,0.1439856,
2,2020-03-04 02:00:00,0.0,0.159984,0.159984,0.0,0.159984,
3,2020-03-04 03:00:00,0.0,0.225,0.225,0.0,0.225,
4,2020-03-04 04:00:00,0.513,0.768,0.768,0.513,0.255,
5,2020-03-04 05:00:00,2.313,0.516,0.516,2.313,,1.7970000000000002
6,2020-03-04 06:00:00,4.068,0.375,0.375,4.068,,3.6929999999999996
7,2020-03-04 07:00:00,1.905,5.394,5.394,1.905,3.489,
8,2020-03-04 08:00:00,1.614,25.191,,1.614,23.576999999999998,
9,2020-03-04 09:00:00,2.319,8.01,8.01,2.319,5.691,
10,2020-03-04 10:00:00,0.987,1.209,1.209,0.987,0.2220000000000001,
11,2020-03-04 11:00:00,0.261,1.104,1.104,0.261,0.8430000000000001,
12,2020-03-04 12:00:00,0.162,0.624,0.624,0.162,0.46199999999999997,
13,2020-03-04 13:00:00,0.06,1.497,1.497,0.06,1.437,
14,2020-03-04 14:00:00,0.027,0.27,0.27,0.027,0.24300000000000002,
15,2020-03-04 15:00:00,0.018,1.65,1.65,0.018,1.632,
16,2020-03-04 16:00:00,0.015,1.623,1.623,0.015,1.608,
17,2020-03-04 17:00:00,0.006,12.504,12.504,0.006,12.498,
18,2020-03-04 18:00:00,0.018,4.3758,4.3758,0.018,4.3578,
19,2020-03-04 19:00:00,0.015,4.1382,4.1382,0.015,4.123200000000001,
20,2020-03-04 20:00:00,0.006,2.7588,2.7588,0.006,2.7528,
21,2020-03-04 21:00:00,0.0,0.591,0.591,0.0,0.591,
22,2020-03-04 22:00:00,0.009,0.321,0.321,0.009,0.312,
23,2020-03-04 23:00:00,0.0,0.2059794,0.2059794,0.0,0.2059794,
0,2020-03-05 00:00:00,0.0,0.2159784,0.2159784,0.0,0.2159784,
1,2020-03-05 01:00:00,0.0,0.3165,0.3165,0.0,0.3165,
2,2020-03-05 02:00:00,0.0,0.42,0.42,0.0,0.42,
3,2020-03-05 03:00:00,0.0,1.656,1.656,0.0,1.656,
4,2020-03-05 04:00:00,1.392,0.489,0.489,1.392,,0.9029999999999999
5,2020-03-05 05:00:00,2.079,0.516,0.516,2.079,,1.5630000000000002
6,2020-03-05 06:00:00,1.164,0.231,0.231,1.164,,0.9329999999999999
7,2020-03-05 07:00:00,2.355,0.177,0.177,2.355,,2.178
8,2020-03-05 08:00:00,2.427,0.165,0.165,2.427,,2.262
9,2020-03-05 09:00:00,1.362,0.234,0.234,1.362,,1.1280000000000001
10,2020-03-05 10:00:00,1.341,0.48,0.48,1.341,,0.861
11,2020-03-05 11:00:00,0.843,0.597,0.597,0.843,,0.246
12,2020-03-05 12:00:00,0.504,0.366,0.366,0.504,,0.138
13,2020-03-05 13:00:00,0.156,0.366,0.366,0.156,0.21,
14,2020-03-05 14:00:00,0.009,0.516,0.516,0.009,0.507,
15,2020-03-05 15:00:00,0.0,4.395,4.395,0.0,4.395,
16,2020-03-05 16:00:00,0.015,6.654,6.654,0.015,6.639,
17,2020-03-05 17:00:00,0.0,1.668,1.668,0.0,1.668,
18,2020-03-05 18:00:00,0.009,4.3164,4.3164,0.009,4.3073999999999995,
19,2020-03-05 19:00:00,0.015,3.4122,3.4122,0.015,3.3971999999999998,
20,2020-03-05 20:00:00,0.015,3.0162,3.0162,0.015,3.0012,
21,2020-03-05 21:00:00,0.0,1.422,1.422,0.0,1.422,
22,2020-03-05 22:00:00,0.006,0.321,0.321,0.006,0.315,
23,2020-03-05 23:00:00,0.0,0.2179782,0.2179782,0.0,0.2179782,
0,2020-03-06 00:00:00,0.0,0.1339866,0.1339866,0.0,0.1339866,
1,2020-03-06 01:00:00,0.0,0.264,0.264,0.0,0.264,
2,2020-03-06 02:00:00,0.0,0.1579842,0.1579842,0.0,0.1579842,
3,2020-03-06 03:00:00,0.0,0.774,0.774,0.0,0.774,
4,2020-03-06 04:00:00,0.615,0.933,0.933,0.615,0.31800000000000006,
5,2020-03-06 05:00:00,1.65,0.459,0.459,1.65,,1.1909999999999998
6,2020-03-06 06:00:00,5.928,0.0,0.0,5.928,,5.928
7,2020-03-06 07:00:00,2.142,0.18,0.18,2.142,,1.962
8,2020-03-06 08:00:00,2.565,0.147,0.147,2.565,,2.418
9,2020-03-06 09:00:00,2.076,0.699,0.699,2.076,,1.3770000000000002
10,2020-03-06 10:00:00,3.615,0.087,0.087,3.615,,3.528
11,2020-03-06 11:00:00,2.883,0.498,0.498,2.883,,2.385
12,2020-03-06 12:00:00,0.876,0.459,0.459,0.876,,0.417
13,2020-03-06 13:00:00,0.231,0.363,0.363,0.231,0.13199999999999998,
14,2020-03-06 14:00:00,0.054,5.973,5.973,0.054,5.919,
15,2020-03-06 15:00:00,0.009,1.716,1.716,0.009,1.707,
16,2020-03-06 16:00:00,0.012,9.816,9.816,0.012,9.804,
17,2020-03-06 17:00:00,0.009,1.248,1.248,0.009,1.239,
18,2020-03-06 18:00:00,0.006,1.7622,1.7622,0.006,1.7562,
19,2020-03-06 19:00:00,0.012,2.7984,2.7984,0.012,2.7864,
20,2020-03-06 20:00:00,0.012,1.848,1.848,0.012,1.836,
21,2020-03-06 21:00:00,0.015,0.246,0.246,0.015,0.23099999999999998,
22,2020-03-06 22:00:00,0.018,0.483,0.483,0.018,0.46499999999999997,
23,2020-03-06 23:00:00,0.0,0.1339866,0.1339866,0.0,0.1339866,
